srclang,trglang,srcIndex,documentId,segmentId,judgeId,systemNumber,systemId,editId,judgment
Spanish,English,319,lidovky.cz/2009/12/10/75456,1,A28WZ8YWIL6NWL,46,uedin,19,NO
Spanish,English,319,lidovky.cz/2009/12/10/75456,1,A28WZ8YWIL6NWL,23,huicong,499,NO
Spanish,English,319,lidovky.cz/2009/12/10/75456,1,A28WZ8YWIL6NWL,46,uedin,999,NO
Spanish,English,319,lidovky.cz/2009/12/10/75456,1,A28WZ8YWIL6NWL,18,dfki,2514,YES
Spanish,English,319,lidovky.cz/2009/12/10/75456,1,A28WZ8YWIL6NWL,4,cambridge,2584,NO
Spanish,English,320,lidovky.cz/2009/12/10/75456,2,A28WZ8YWIL6NWL,46,uedin,20,YES
Spanish,English,320,lidovky.cz/2009/12/10/75456,2,A28WZ8YWIL6NWL,23,huicong,500,NO
Spanish,English,320,lidovky.cz/2009/12/10/75456,2,A28WZ8YWIL6NWL,46,uedin,1000,NO
Spanish,English,320,lidovky.cz/2009/12/10/75456,2,A28WZ8YWIL6NWL,18,dfki,2515,NO
Spanish,English,320,lidovky.cz/2009/12/10/75456,2,A28WZ8YWIL6NWL,4,cambridge,2585,NO
Spanish,English,316,lidovky.cz/2009/12/10/75462,22,ABTW6BJ90KRHP,46,uedin,16,YES
Spanish,English,316,lidovky.cz/2009/12/10/75462,22,ABTW6BJ90KRHP,23,huicong,496,NO
Spanish,English,316,lidovky.cz/2009/12/10/75462,22,ABTW6BJ90KRHP,46,uedin,996,YES
Spanish,English,316,lidovky.cz/2009/12/10/75462,22,ABTW6BJ90KRHP,18,dfki,2511,YES
Spanish,English,316,lidovky.cz/2009/12/10/75462,22,ABTW6BJ90KRHP,4,cambridge,2581,NO
Spanish,English,317,lidovky.cz/2009/12/10/75462,23,ABTW6BJ90KRHP,46,uedin,17,NO
Spanish,English,317,lidovky.cz/2009/12/10/75462,23,ABTW6BJ90KRHP,23,huicong,497,NO
Spanish,English,317,lidovky.cz/2009/12/10/75462,23,ABTW6BJ90KRHP,46,uedin,997,NO
Spanish,English,317,lidovky.cz/2009/12/10/75462,23,ABTW6BJ90KRHP,18,dfki,2512,NO
Spanish,English,317,lidovky.cz/2009/12/10/75462,23,ABTW6BJ90KRHP,4,cambridge,2582,NO
Spanish,English,300,lidovky.cz/2009/12/10/75462,6,ABTW6BJ90KRHP,24,jhu,14,YES
Spanish,English,300,lidovky.cz/2009/12/10/75462,6,ABTW6BJ90KRHP,15,cu-zeman,484,YES
Spanish,English,300,lidovky.cz/2009/12/10/75462,6,ABTW6BJ90KRHP,52,upv-combo,1799,YES
Spanish,English,300,lidovky.cz/2009/12/10/75462,6,ABTW6BJ90KRHP,52,upv-combo,1834,YES
Spanish,English,300,lidovky.cz/2009/12/10/75462,6,ABTW6BJ90KRHP,12,columbia,2539,NO
Spanish,English,301,lidovky.cz/2009/12/10/75462,7,ABTW6BJ90KRHP,24,jhu,15,NO
Spanish,English,301,lidovky.cz/2009/12/10/75462,7,ABTW6BJ90KRHP,15,cu-zeman,485,NO
Spanish,English,301,lidovky.cz/2009/12/10/75462,7,ABTW6BJ90KRHP,52,upv-combo,1800,YES
Spanish,English,301,lidovky.cz/2009/12/10/75462,7,ABTW6BJ90KRHP,52,upv-combo,1835,YES
Spanish,English,301,lidovky.cz/2009/12/10/75462,7,ABTW6BJ90KRHP,12,columbia,2540,NO
Spanish,English,298,lidovky.cz/2009/12/10/75462,4,A28WZ8YWIL6NWL,24,jhu,12,YES
Spanish,English,298,lidovky.cz/2009/12/10/75462,4,A28WZ8YWIL6NWL,15,cu-zeman,482,YES
Spanish,English,298,lidovky.cz/2009/12/10/75462,4,A28WZ8YWIL6NWL,52,upv-combo,1797,NO
Spanish,English,298,lidovky.cz/2009/12/10/75462,4,A28WZ8YWIL6NWL,52,upv-combo,1832,YES
Spanish,English,298,lidovky.cz/2009/12/10/75462,4,A28WZ8YWIL6NWL,12,columbia,2537,YES
Spanish,English,299,lidovky.cz/2009/12/10/75462,5,A28WZ8YWIL6NWL,24,jhu,13,YES
Spanish,English,299,lidovky.cz/2009/12/10/75462,5,A28WZ8YWIL6NWL,15,cu-zeman,483,NO
Spanish,English,299,lidovky.cz/2009/12/10/75462,5,A28WZ8YWIL6NWL,52,upv-combo,1798,YES
Spanish,English,299,lidovky.cz/2009/12/10/75462,5,A28WZ8YWIL6NWL,52,upv-combo,1833,NO
Spanish,English,299,lidovky.cz/2009/12/10/75462,5,A28WZ8YWIL6NWL,12,columbia,2538,NO
Spanish,English,1611,spiegel/2009/12/12/73253,17,A28WZ8YWIL6NWL,24,jhu,486,YES
Spanish,English,1611,spiegel/2009/12/12/73253,17,A28WZ8YWIL6NWL,4,cambridge,561,NO
Spanish,English,1611,spiegel/2009/12/12/73253,17,A28WZ8YWIL6NWL,49,upc,1026,NO
Spanish,English,1611,spiegel/2009/12/12/73253,17,A28WZ8YWIL6NWL,37,onlineA,2506,NO
Spanish,English,1611,spiegel/2009/12/12/73253,17,A28WZ8YWIL6NWL,3,bbn-combo,2611,YES
Spanish,English,1612,spiegel/2009/12/12/73253,18,A28WZ8YWIL6NWL,24,jhu,487,NO
Spanish,English,1612,spiegel/2009/12/12/73253,18,A28WZ8YWIL6NWL,4,cambridge,562,NO
Spanish,English,1612,spiegel/2009/12/12/73253,18,A28WZ8YWIL6NWL,49,upc,1027,NO
Spanish,English,1612,spiegel/2009/12/12/73253,18,A28WZ8YWIL6NWL,37,onlineA,2507,YES
Spanish,English,1612,spiegel/2009/12/12/73253,18,A28WZ8YWIL6NWL,3,bbn-combo,2612,NO
Spanish,English,1613,spiegel/2009/12/12/73253,19,A28WZ8YWIL6NWL,24,jhu,488,NO
Spanish,English,1613,spiegel/2009/12/12/73253,19,A28WZ8YWIL6NWL,4,cambridge,563,NO
Spanish,English,1613,spiegel/2009/12/12/73253,19,A28WZ8YWIL6NWL,49,upc,1028,NO
Spanish,English,1613,spiegel/2009/12/12/73253,19,A28WZ8YWIL6NWL,37,onlineA,2508,YES
Spanish,English,1613,spiegel/2009/12/12/73253,19,A28WZ8YWIL6NWL,3,bbn-combo,2613,NO
Spanish,English,1614,spiegel/2009/12/12/73253,20,A28WZ8YWIL6NWL,24,jhu,489,NO
Spanish,English,1614,spiegel/2009/12/12/73253,20,A28WZ8YWIL6NWL,4,cambridge,564,NO
Spanish,English,1614,spiegel/2009/12/12/73253,20,A28WZ8YWIL6NWL,49,upc,1029,NO
Spanish,English,1614,spiegel/2009/12/12/73253,20,A28WZ8YWIL6NWL,37,onlineA,2509,NO
Spanish,English,1614,spiegel/2009/12/12/73253,20,A28WZ8YWIL6NWL,3,bbn-combo,2614,NO
Spanish,English,1478,spiegel/2009/12/12/73257,11,A28WZ8YWIL6NWL,46,uedin,147,NO
Spanish,English,1478,spiegel/2009/12/12/73257,11,A28WZ8YWIL6NWL,23,huicong,1032,NO
Spanish,English,1478,spiegel/2009/12/12/73257,11,A28WZ8YWIL6NWL,24,jhu,3332,NO
Spanish,English,1478,spiegel/2009/12/12/73257,11,A28WZ8YWIL6NWL,49,upc,4197,YES
Spanish,English,1478,spiegel/2009/12/12/73257,11,A28WZ8YWIL6NWL,52,upv-combo,6592,NO
Spanish,English,1479,spiegel/2009/12/12/73257,12,A28WZ8YWIL6NWL,46,uedin,148,NO
Spanish,English,1479,spiegel/2009/12/12/73257,12,A28WZ8YWIL6NWL,23,huicong,1033,YES
Spanish,English,1479,spiegel/2009/12/12/73257,12,A28WZ8YWIL6NWL,24,jhu,3333,NO
Spanish,English,1479,spiegel/2009/12/12/73257,12,A28WZ8YWIL6NWL,49,upc,4198,NO
Spanish,English,1479,spiegel/2009/12/12/73257,12,A28WZ8YWIL6NWL,52,upv-combo,6593,NO
Spanish,English,1615,spiegel/2009/12/12/73253,21,A28WZ8YWIL6NWL,24,jhu,490,YES
Spanish,English,1615,spiegel/2009/12/12/73253,21,A28WZ8YWIL6NWL,4,cambridge,565,YES
Spanish,English,1615,spiegel/2009/12/12/73253,21,A28WZ8YWIL6NWL,49,upc,1030,YES
Spanish,English,1615,spiegel/2009/12/12/73253,21,A28WZ8YWIL6NWL,37,onlineA,2510,YES
Spanish,English,1615,spiegel/2009/12/12/73253,21,A28WZ8YWIL6NWL,3,bbn-combo,2615,YES
Spanish,English,1477,spiegel/2009/12/12/73257,10,A28WZ8YWIL6NWL,46,uedin,146,NO
Spanish,English,1477,spiegel/2009/12/12/73257,10,A28WZ8YWIL6NWL,23,huicong,1031,NO
Spanish,English,1477,spiegel/2009/12/12/73257,10,A28WZ8YWIL6NWL,24,jhu,3331,NO
Spanish,English,1477,spiegel/2009/12/12/73257,10,A28WZ8YWIL6NWL,49,upc,4196,NO
Spanish,English,1477,spiegel/2009/12/12/73257,10,A28WZ8YWIL6NWL,52,upv-combo,6591,NO
Spanish,English,1560,spiegel/2009/12/12/73257,93,ABTW6BJ90KRHP,6,cmu-heafield-combo,3,NO
Spanish,English,1560,spiegel/2009/12/12/73257,93,ABTW6BJ90KRHP,1,_ref,173,YES
Spanish,English,1560,spiegel/2009/12/12/73257,93,ABTW6BJ90KRHP,12,columbia,2533,NO
Spanish,English,1560,spiegel/2009/12/12/73257,93,ABTW6BJ90KRHP,12,columbia,2553,NO
Spanish,English,1560,spiegel/2009/12/12/73257,93,ABTW6BJ90KRHP,12,columbia,2628,NO
Spanish,English,1561,spiegel/2009/12/12/73257,94,ABTW6BJ90KRHP,6,cmu-heafield-combo,4,NO
Spanish,English,1561,spiegel/2009/12/12/73257,94,ABTW6BJ90KRHP,1,_ref,174,YES
Spanish,English,1561,spiegel/2009/12/12/73257,94,ABTW6BJ90KRHP,12,columbia,2534,NO
Spanish,English,1561,spiegel/2009/12/12/73257,94,ABTW6BJ90KRHP,12,columbia,2554,NO
Spanish,English,1561,spiegel/2009/12/12/73257,94,ABTW6BJ90KRHP,12,columbia,2629,NO
Spanish,English,795,times-of-london/2009/12/11/100521,18,A28WZ8YWIL6NWL,24,jhu,567,YES
Spanish,English,795,times-of-london/2009/12/11/100521,18,A28WZ8YWIL6NWL,25,jhu-combo,1007,YES
Spanish,English,795,times-of-london/2009/12/11/100521,18,A28WZ8YWIL6NWL,18,dfki,1807,YES
Spanish,English,795,times-of-london/2009/12/11/100521,18,A28WZ8YWIL6NWL,46,uedin,2557,YES
Spanish,English,795,times-of-london/2009/12/11/100521,18,A28WZ8YWIL6NWL,23,huicong,2597,YES
Spanish,English,796,times-of-london/2009/12/11/100521,19,A28WZ8YWIL6NWL,24,jhu,568,YES
Spanish,English,796,times-of-london/2009/12/11/100521,19,A28WZ8YWIL6NWL,25,jhu-combo,1008,YES
Spanish,English,796,times-of-london/2009/12/11/100521,19,A28WZ8YWIL6NWL,18,dfki,1808,YES
Spanish,English,796,times-of-london/2009/12/11/100521,19,A28WZ8YWIL6NWL,46,uedin,2558,UNK
Spanish,English,796,times-of-london/2009/12/11/100521,19,A28WZ8YWIL6NWL,23,huicong,2598,YES
Spanish,English,685,washpost/2009/12/12/79407,18,A28WZ8YWIL6NWL,37,onlineA,178,NO
Spanish,English,685,washpost/2009/12/12/79407,18,A28WZ8YWIL6NWL,15,cu-zeman,538,YES
Spanish,English,685,washpost/2009/12/12/79407,18,A28WZ8YWIL6NWL,49,upc,2498,YES
Spanish,English,685,washpost/2009/12/12/79407,18,A28WZ8YWIL6NWL,49,upc,2623,YES
Spanish,English,686,washpost/2009/12/12/79407,19,A28WZ8YWIL6NWL,37,onlineA,179,YES
Spanish,English,686,washpost/2009/12/12/79407,19,A28WZ8YWIL6NWL,15,cu-zeman,539,NO
Spanish,English,686,washpost/2009/12/12/79407,19,A28WZ8YWIL6NWL,49,upc,2499,NO
Spanish,English,686,washpost/2009/12/12/79407,19,A28WZ8YWIL6NWL,49,upc,2624,YES
Spanish,English,683,washpost/2009/12/12/79407,16,A28WZ8YWIL6NWL,37,onlineA,176,YES
Spanish,English,683,washpost/2009/12/12/79407,16,A28WZ8YWIL6NWL,15,cu-zeman,536,NO
Spanish,English,683,washpost/2009/12/12/79407,16,A28WZ8YWIL6NWL,49,upc,2496,YES
Spanish,English,683,washpost/2009/12/12/79407,16,A28WZ8YWIL6NWL,49,upc,2621,YES
Spanish,English,684,washpost/2009/12/12/79407,17,A28WZ8YWIL6NWL,37,onlineA,177,YES
Spanish,English,684,washpost/2009/12/12/79407,17,A28WZ8YWIL6NWL,15,cu-zeman,537,YES
Spanish,English,684,washpost/2009/12/12/79407,17,A28WZ8YWIL6NWL,49,upc,2497,YES
Spanish,English,684,washpost/2009/12/12/79407,17,A28WZ8YWIL6NWL,49,upc,2622,NO
Spanish,English,668,washpost/2009/12/12/79407,1,A28WZ8YWIL6NWL,23,huicong,545,NO
Spanish,English,668,washpost/2009/12/12/79407,1,A28WZ8YWIL6NWL,4,cambridge,2565,YES
Spanish,English,668,washpost/2009/12/12/79407,1,A28WZ8YWIL6NWL,18,dfki,2640,UNK
Spanish,English,668,washpost/2009/12/12/79407,1,A28WZ8YWIL6NWL,37,onlineA,5490,YES
Spanish,English,687,washpost/2009/12/12/79407,20,A28WZ8YWIL6NWL,37,onlineA,180,YES
Spanish,English,687,washpost/2009/12/12/79407,20,A28WZ8YWIL6NWL,15,cu-zeman,540,NO
Spanish,English,687,washpost/2009/12/12/79407,20,A28WZ8YWIL6NWL,49,upc,2500,NO
Spanish,English,687,washpost/2009/12/12/79407,20,A28WZ8YWIL6NWL,49,upc,2625,NO
Spanish,English,694,washpost/2009/12/12/79407,27,A28WZ8YWIL6NWL,37,onlineA,126,YES
Spanish,English,694,washpost/2009/12/12/79407,27,A28WZ8YWIL6NWL,52,upv-combo,491,YES
Spanish,English,694,washpost/2009/12/12/79407,27,A28WZ8YWIL6NWL,4,cambridge,571,YES
Spanish,English,694,washpost/2009/12/12/79407,27,A28WZ8YWIL6NWL,37,onlineA,2526,YES
Spanish,English,694,washpost/2009/12/12/79407,27,A28WZ8YWIL6NWL,4,cambridge,3361,YES
Spanish,English,695,washpost/2009/12/12/79407,28,A28WZ8YWIL6NWL,37,onlineA,127,YES
Spanish,English,695,washpost/2009/12/12/79407,28,A28WZ8YWIL6NWL,52,upv-combo,492,YES
Spanish,English,695,washpost/2009/12/12/79407,28,A28WZ8YWIL6NWL,4,cambridge,572,YES
Spanish,English,695,washpost/2009/12/12/79407,28,A28WZ8YWIL6NWL,37,onlineA,2527,YES
Spanish,English,695,washpost/2009/12/12/79407,28,A28WZ8YWIL6NWL,4,cambridge,3362,YES
Spanish,English,667,washpost/2009/12/12/79408,20,A28WZ8YWIL6NWL,23,huicong,544,NO
Spanish,English,667,washpost/2009/12/12/79408,20,A28WZ8YWIL6NWL,4,cambridge,2564,NO
Spanish,English,667,washpost/2009/12/12/79408,20,A28WZ8YWIL6NWL,18,dfki,2639,YES
Spanish,English,667,washpost/2009/12/12/79408,20,A28WZ8YWIL6NWL,37,onlineA,5489,YES
Spanish,English,458,washpost/2009/12/12/79432,10,A28WZ8YWIL6NWL,18,dfki,586,NO
Spanish,English,458,washpost/2009/12/12/79432,10,A28WZ8YWIL6NWL,3,bbn-combo,1011,YES
Spanish,English,458,washpost/2009/12/12/79432,10,A28WZ8YWIL6NWL,3,bbn-combo,1256,YES
Spanish,English,458,washpost/2009/12/12/79432,10,A28WZ8YWIL6NWL,1,_ref,1846,YES
Spanish,English,458,washpost/2009/12/12/79432,10,A28WZ8YWIL6NWL,15,cu-zeman,2726,YES
Spanish,English,665,washpost/2009/12/12/79408,18,A28WZ8YWIL6NWL,23,huicong,542,YES
Spanish,English,665,washpost/2009/12/12/79408,18,A28WZ8YWIL6NWL,4,cambridge,2562,NO
Spanish,English,665,washpost/2009/12/12/79408,18,A28WZ8YWIL6NWL,18,dfki,2637,NO
Spanish,English,665,washpost/2009/12/12/79408,18,A28WZ8YWIL6NWL,37,onlineA,5487,YES
Spanish,English,666,washpost/2009/12/12/79408,19,A28WZ8YWIL6NWL,23,huicong,543,YES
Spanish,English,666,washpost/2009/12/12/79408,19,A28WZ8YWIL6NWL,4,cambridge,2563,NO
Spanish,English,666,washpost/2009/12/12/79408,19,A28WZ8YWIL6NWL,18,dfki,2638,YES
Spanish,English,666,washpost/2009/12/12/79408,19,A28WZ8YWIL6NWL,37,onlineA,5488,YES
Spanish,English,461,washpost/2009/12/12/79432,13,A28WZ8YWIL6NWL,18,dfki,589,NO
Spanish,English,461,washpost/2009/12/12/79432,13,A28WZ8YWIL6NWL,3,bbn-combo,1014,YES
Spanish,English,461,washpost/2009/12/12/79432,13,A28WZ8YWIL6NWL,3,bbn-combo,1259,NO
Spanish,English,461,washpost/2009/12/12/79432,13,A28WZ8YWIL6NWL,1,_ref,1849,YES
Spanish,English,461,washpost/2009/12/12/79432,13,A28WZ8YWIL6NWL,15,cu-zeman,2729,YES
Spanish,English,462,washpost/2009/12/12/79432,14,A28WZ8YWIL6NWL,18,dfki,590,YES
Spanish,English,462,washpost/2009/12/12/79432,14,A28WZ8YWIL6NWL,3,bbn-combo,1015,NO
Spanish,English,462,washpost/2009/12/12/79432,14,A28WZ8YWIL6NWL,3,bbn-combo,1260,NO
Spanish,English,462,washpost/2009/12/12/79432,14,A28WZ8YWIL6NWL,1,_ref,1850,YES
Spanish,English,462,washpost/2009/12/12/79432,14,A28WZ8YWIL6NWL,15,cu-zeman,2730,NO
Spanish,English,459,washpost/2009/12/12/79432,11,ABTW6BJ90KRHP,18,dfki,587,NO
Spanish,English,459,washpost/2009/12/12/79432,11,ABTW6BJ90KRHP,3,bbn-combo,1012,YES
Spanish,English,459,washpost/2009/12/12/79432,11,ABTW6BJ90KRHP,3,bbn-combo,1257,YES
Spanish,English,459,washpost/2009/12/12/79432,11,ABTW6BJ90KRHP,1,_ref,1847,YES
Spanish,English,459,washpost/2009/12/12/79432,11,ABTW6BJ90KRHP,15,cu-zeman,2727,YES
Spanish,English,460,washpost/2009/12/12/79432,12,ABTW6BJ90KRHP,18,dfki,588,NO
Spanish,English,460,washpost/2009/12/12/79432,12,ABTW6BJ90KRHP,3,bbn-combo,1013,NO
Spanish,English,460,washpost/2009/12/12/79432,12,ABTW6BJ90KRHP,3,bbn-combo,1258,NO
Spanish,English,460,washpost/2009/12/12/79432,12,ABTW6BJ90KRHP,1,_ref,1848,YES
Spanish,English,460,washpost/2009/12/12/79432,12,ABTW6BJ90KRHP,15,cu-zeman,2728,YES
Spanish,English,471,washpost/2009/12/12/79432,23,A28WZ8YWIL6NWL,3,bbn-combo,163,YES
Spanish,English,471,washpost/2009/12/12/79432,23,A28WZ8YWIL6NWL,3,bbn-combo,533,UNK
Spanish,English,471,washpost/2009/12/12/79432,23,A28WZ8YWIL6NWL,4,cambridge,1803,NO
Spanish,English,471,washpost/2009/12/12/79432,23,A28WZ8YWIL6NWL,1,_ref,2568,YES
Spanish,English,471,washpost/2009/12/12/79432,23,A28WZ8YWIL6NWL,46,uedin,3643,YES
Spanish,English,472,washpost/2009/12/12/79432,24,A28WZ8YWIL6NWL,3,bbn-combo,164,YES
Spanish,English,472,washpost/2009/12/12/79432,24,A28WZ8YWIL6NWL,3,bbn-combo,534,YES
Spanish,English,472,washpost/2009/12/12/79432,24,A28WZ8YWIL6NWL,4,cambridge,1804,YES
Spanish,English,472,washpost/2009/12/12/79432,24,A28WZ8YWIL6NWL,1,_ref,2569,YES
Spanish,English,472,washpost/2009/12/12/79432,24,A28WZ8YWIL6NWL,46,uedin,3644,YES
Spanish,English,473,washpost/2009/12/12/79432,25,A28WZ8YWIL6NWL,3,bbn-combo,165,NO
Spanish,English,473,washpost/2009/12/12/79432,25,A28WZ8YWIL6NWL,3,bbn-combo,535,NO
Spanish,English,473,washpost/2009/12/12/79432,25,A28WZ8YWIL6NWL,4,cambridge,1805,YES
Spanish,English,473,washpost/2009/12/12/79432,25,A28WZ8YWIL6NWL,1,_ref,2570,YES
Spanish,English,473,washpost/2009/12/12/79432,25,A28WZ8YWIL6NWL,46,uedin,3645,NO
Spanish,English,1855,cincodias/2009/12/10/53247,4,A28WZ8YWIL6NWL,24,jhu,3616,YES
Spanish,English,1855,cincodias/2009/12/10/53247,4,A28WZ8YWIL6NWL,23,huicong,4236,YES
Spanish,English,1855,cincodias/2009/12/10/53247,4,A28WZ8YWIL6NWL,37,onlineA,6786,NO
Spanish,English,1907,cincodias/2009/12/10/53251,8,A28WZ8YWIL6NWL,3,bbn-combo,6578,YES
Spanish,English,1908,cincodias/2009/12/10/53251,9,A28WZ8YWIL6NWL,3,bbn-combo,6579,YES
Spanish,English,1918,cincodias/2009/12/10/53252,10,A28WZ8YWIL6NWL,24,jhu,3633,YES
Spanish,English,1918,cincodias/2009/12/10/53252,10,A28WZ8YWIL6NWL,6,cmu-heafield-combo,4248,YES
Spanish,English,1918,cincodias/2009/12/10/53252,10,A28WZ8YWIL6NWL,23,huicong,6753,NO
Spanish,English,1919,cincodias/2009/12/10/53252,11,A28WZ8YWIL6NWL,24,jhu,3634,NO
Spanish,English,1919,cincodias/2009/12/10/53252,11,A28WZ8YWIL6NWL,6,cmu-heafield-combo,4249,YES
Spanish,English,1919,cincodias/2009/12/10/53252,11,A28WZ8YWIL6NWL,23,huicong,6754,YES
Spanish,English,1905,cincodias/2009/12/10/53251,6,ABTW6BJ90KRHP,3,bbn-combo,6576,YES
Spanish,English,1906,cincodias/2009/12/10/53251,7,ABTW6BJ90KRHP,3,bbn-combo,6577,NO
Spanish,English,1896,cincodias/2009/12/10/5325,1,ABTW6BJ90KRHP,52,upv-combo,6783,YES
Spanish,English,1897,cincodias/2009/12/10/5325,2,ABTW6BJ90KRHP,52,upv-combo,6784,YES
Spanish,English,1969,cincodias/2009/12/11/5334,11,A28WZ8YWIL6NWL,23,huicong,6814,YES
Spanish,English,1970,cincodias/2009/12/11/5334,12,A28WZ8YWIL6NWL,23,huicong,6815,NO
Spanish,English,1254,frankfurter-rundschau/2009/12/10/99523,25,ABTW6BJ90KRHP,46,uedin,4163,YES
Spanish,English,1254,frankfurter-rundschau/2009/12/10/99523,25,ABTW6BJ90KRHP,38,onlineB,5723,YES
Spanish,English,1255,frankfurter-rundschau/2009/12/10/99523,26,ABTW6BJ90KRHP,46,uedin,4164,NO
Spanish,English,1255,frankfurter-rundschau/2009/12/10/99523,26,ABTW6BJ90KRHP,38,onlineB,5724,YES
Spanish,English,1256,frankfurter-rundschau/2009/12/10/99523,27,A28WZ8YWIL6NWL,46,uedin,4165,YES
Spanish,English,1256,frankfurter-rundschau/2009/12/10/99523,27,A28WZ8YWIL6NWL,38,onlineB,5725,YES
Spanish,English,855,lesechos/2009/12/10/218338,12,A28WZ8YWIL6NWL,12,columbia,3586,NO
Spanish,English,855,lesechos/2009/12/10/218338,12,A28WZ8YWIL6NWL,6,cmu-heafield-combo,4171,YES
Spanish,English,858,lesechos/2009/12/10/218338,15,A28WZ8YWIL6NWL,12,columbia,3589,YES
Spanish,English,858,lesechos/2009/12/10/218338,15,A28WZ8YWIL6NWL,6,cmu-heafield-combo,4174,YES
Spanish,English,859,lesechos/2009/12/10/218338,16,A28WZ8YWIL6NWL,12,columbia,3590,YES
Spanish,English,859,lesechos/2009/12/10/218338,16,A28WZ8YWIL6NWL,6,cmu-heafield-combo,4175,YES
Spanish,English,1001,lesechos/2009/12/11/218659,12,A28WZ8YWIL6NWL,38,onlineB,3382,YES
Spanish,English,1001,lesechos/2009/12/11/218659,12,A28WZ8YWIL6NWL,25,jhu-combo,3582,NO
Spanish,English,1001,lesechos/2009/12/11/218659,12,A28WZ8YWIL6NWL,6,cmu-heafield-combo,3737,YES
Spanish,English,1001,lesechos/2009/12/11/218659,12,A28WZ8YWIL6NWL,23,huicong,5457,YES
Spanish,English,1002,lesechos/2009/12/11/218659,13,A28WZ8YWIL6NWL,38,onlineB,3383,YES
Spanish,English,1002,lesechos/2009/12/11/218659,13,A28WZ8YWIL6NWL,25,jhu-combo,3583,YES
Spanish,English,1002,lesechos/2009/12/11/218659,13,A28WZ8YWIL6NWL,6,cmu-heafield-combo,3738,YES
Spanish,English,1002,lesechos/2009/12/11/218659,13,A28WZ8YWIL6NWL,23,huicong,5458,YES
Spanish,English,360,lidovky.cz/2009/12/10/75429,7,A28WZ8YWIL6NWL,49,upc,3328,NO
Spanish,English,360,lidovky.cz/2009/12/10/75429,7,A28WZ8YWIL6NWL,6,cmu-heafield-combo,6598,NO
Spanish,English,360,lidovky.cz/2009/12/10/75429,7,A28WZ8YWIL6NWL,25,jhu-combo,6823,NO
Spanish,English,361,lidovky.cz/2009/12/10/75429,8,A28WZ8YWIL6NWL,49,upc,3329,NO
Spanish,English,361,lidovky.cz/2009/12/10/75429,8,A28WZ8YWIL6NWL,6,cmu-heafield-combo,6599,NO
Spanish,English,361,lidovky.cz/2009/12/10/75429,8,A28WZ8YWIL6NWL,25,jhu-combo,6824,NO
Spanish,English,358,lidovky.cz/2009/12/10/75429,5,A28WZ8YWIL6NWL,49,upc,3326,NO
Spanish,English,358,lidovky.cz/2009/12/10/75429,5,A28WZ8YWIL6NWL,6,cmu-heafield-combo,6596,NO
Spanish,English,358,lidovky.cz/2009/12/10/75429,5,A28WZ8YWIL6NWL,25,jhu-combo,6821,NO
Spanish,English,359,lidovky.cz/2009/12/10/75429,6,A28WZ8YWIL6NWL,49,upc,3327,YES
Spanish,English,359,lidovky.cz/2009/12/10/75429,6,A28WZ8YWIL6NWL,6,cmu-heafield-combo,6597,YES
Spanish,English,359,lidovky.cz/2009/12/10/75429,6,A28WZ8YWIL6NWL,25,jhu-combo,6822,YES
Spanish,English,362,lidovky.cz/2009/12/10/75429,9,A28WZ8YWIL6NWL,49,upc,3330,YES
Spanish,English,362,lidovky.cz/2009/12/10/75429,9,A28WZ8YWIL6NWL,6,cmu-heafield-combo,6600,YES
Spanish,English,362,lidovky.cz/2009/12/10/75429,9,A28WZ8YWIL6NWL,25,jhu-combo,6825,YES
Spanish,English,319,lidovky.cz/2009/12/10/75456,1,A28WZ8YWIL6NWL,49,upc,4229,NO
Spanish,English,301,lidovky.cz/2009/12/10/75462,7,A28WZ8YWIL6NWL,24,jhu,3580,YES
Spanish,English,301,lidovky.cz/2009/12/10/75462,7,A28WZ8YWIL6NWL,15,cu-zeman,3985,YES
Spanish,English,301,lidovky.cz/2009/12/10/75462,7,A28WZ8YWIL6NWL,52,upv-combo,5765,YES
Spanish,English,301,lidovky.cz/2009/12/10/75462,7,A28WZ8YWIL6NWL,52,upv-combo,6795,YES
Spanish,English,1611,spiegel/2009/12/12/73253,17,A28WZ8YWIL6NWL,24,jhu,3606,YES
Spanish,English,1611,spiegel/2009/12/12/73253,17,A28WZ8YWIL6NWL,25,jhu-combo,3636,UNK
Spanish,English,299,lidovky.cz/2009/12/10/75462,5,A28WZ8YWIL6NWL,24,jhu,3578,YES
Spanish,English,299,lidovky.cz/2009/12/10/75462,5,A28WZ8YWIL6NWL,15,cu-zeman,3983,NO
Spanish,English,299,lidovky.cz/2009/12/10/75462,5,A28WZ8YWIL6NWL,52,upv-combo,5763,YES
Spanish,English,299,lidovky.cz/2009/12/10/75462,5,A28WZ8YWIL6NWL,52,upv-combo,6793,YES
Spanish,English,300,lidovky.cz/2009/12/10/75462,6,A28WZ8YWIL6NWL,24,jhu,3579,YES
Spanish,English,300,lidovky.cz/2009/12/10/75462,6,A28WZ8YWIL6NWL,15,cu-zeman,3984,YES
Spanish,English,300,lidovky.cz/2009/12/10/75462,6,A28WZ8YWIL6NWL,52,upv-combo,5764,YES
Spanish,English,300,lidovky.cz/2009/12/10/75462,6,A28WZ8YWIL6NWL,52,upv-combo,6794,YES
Spanish,English,1612,spiegel/2009/12/12/73253,18,ABTW6BJ90KRHP,24,jhu,3607,NO
